❌ 'Ensalada ensatún' → {'nombre': 'Ensalada ensatún', 'envase': 'Bol', 'size': '250 Gramos', 'precio': 2.49, 'subcategoria': 'Salsas'} (Esperado: {'nombre': 'Ensalada ensatún', 'envase': 'Bol', 'size': '250 Gramos', 'precio': 2.49, 'subcategoria': 'Platos preparados'})
❌ 'Coloración permanente 0% amoníaco 5.35 chocolate Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 5.35 chocolate Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Chocolate'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 5.35 chocolate Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 5.35 castaño canela Color Sensatión' → {'nombre': 'Coloración permanente 5.35 castaño canela Color Sensatión', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 5.35 castaño canela Color Sensatión', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 5.77 castaño claro marrón intenso Colorcor' → {'nombre': 'Coloración permanente 5.77 castaño claro marrón intenso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 5.77 castaño claro marrón intenso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 5.79 marrón chocolate Colorcor' → {'nombre': 'Coloración permanente 5.79 marrón chocolate Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Chocolate'} (Esperado: {'nombre': 'Coloración permanente 5.79 marrón chocolate Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6 rubio oscuro Colorcor' → {'nombre': 'Coloración permanente 6 rubio oscuro Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Ambientadores'} (Esperado: {'nombre': 'Coloración permanente 6 rubio oscuro Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6 rubio oscuro Excellence Creme' → {'nombre': 'Coloración permanente 6 rubio oscuro Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 6 rubio oscuro Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6.0  rubio oscuro Color Sensation' → {'nombre': 'Coloración permanente 6.0  rubio oscuro Color Sensation', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 6.0  rubio oscuro Color Sensation', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 6.0 rubio oscuro luminoso Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 6.0 rubio oscuro luminoso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 6.0 rubio oscuro luminoso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6.1 rubio oscuro ceniza Colorcor' → {'nombre': 'Coloración permanente 6.1 rubio oscuro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 6.1 rubio oscuro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6.1 rubio ceniza oscuro Excellence Creme' → {'nombre': 'Coloración permanente 6.1 rubio ceniza oscuro Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 6.1 rubio ceniza oscuro Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 6.1 rubio oscuro ceniza Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 6.1 rubio oscuro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 6.1 rubio oscuro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6.15 marrón macadamia Colorcor' → {'nombre': 'Coloración permanente 6.15 marrón macadamia Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Ambientadores'} (Esperado: {'nombre': 'Coloración permanente 6.15 marrón macadamia Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6.25 marrón avellana Colorcor' → {'nombre': 'Coloración permanente 6.25 marrón avellana Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 6.25 marrón avellana Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 6.34 caramelo miel Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 6.34 caramelo miel Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Chocolate'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 6.34 caramelo miel Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6.35 marrón caramelo Colorcor' → {'nombre': 'Coloración permanente 6.35 marrón caramelo Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Chicles, caramelos y golosinas'} (Esperado: {'nombre': 'Coloración permanente 6.35 marrón caramelo Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6.35 rubio caramelo Color Sensation' → {'nombre': 'Coloración permanente 6.35 rubio caramelo Color Sensation', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 6.35 rubio caramelo Color Sensation', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Mascarilla cabello chocolate Color Mask' → {'nombre': 'Mascarilla cabello chocolate Color Mask', 'envase': 'Caja', 'size': '1 Unidad (60 ml)', 'precio': 2.1, 'subcategoria': 'Alimentación mascotas'} (Esperado: {'nombre': 'Mascarilla cabello chocolate Color Mask', 'envase': 'Caja', 'size': '1 Unidad (60 ml)', 'precio': 2.1, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 7 rubio medio Colorcor' → {'nombre': 'Coloración permanente 7 rubio medio Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 7 rubio medio Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 7 rubio Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 7 rubio Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 7 rubio Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 7 rubio Excellence Creme' → {'nombre': 'Coloración permanente 7 rubio Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 7 rubio Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 7.0 rubio medio luminoso Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 7.0 rubio medio luminoso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Ambientadores'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 7.0 rubio medio luminoso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 7.1 rubio ceniza Excellence Creme' → {'nombre': 'Coloración permanente 7.1 rubio ceniza Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 7.1 rubio ceniza Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 7.1 rubio medio ceniza Colorcor' → {'nombre': 'Coloración permanente 7.1 rubio medio ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 7.1 rubio medio ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 7.1 rubio medio ceniza Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 7.1 rubio medio ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 7.1 rubio medio ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 7 1/2.1 rubio medio ceniza Colorcor' → {'nombre': 'Coloración permanente 7 1/2.1 rubio medio ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Ambientadores'} (Esperado: {'nombre': 'Coloración permanente 7 1/2.1 rubio medio ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 7.13 rubio beige Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 7.13 rubio beige Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Ambientadores'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 7.13 rubio beige Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 7.3 rubio dorado Excellence Creme' → {'nombre': 'Coloración permanente 7.3 rubio dorado Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 7.3 rubio dorado Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 7.3 rubio medio dorado Colorcor' → {'nombre': 'Coloración permanente 7.3 rubio medio dorado Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 7.3 rubio medio dorado Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 7.31 nude beige Colorcor' → {'nombre': 'Coloración permanente 7.31 nude beige Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Mermelada y miel'} (Esperado: {'nombre': 'Coloración permanente 7.31 nude beige Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 7.77 rubio marrón intenso Colorcor' → {'nombre': 'Coloración permanente 7.77 rubio marrón intenso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 7.77 rubio marrón intenso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 8 rubio claro Colorcor' → {'nombre': 'Coloración permanente 8 rubio claro Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 8 rubio claro Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 8 rubio claro Excellence Creme' → {'nombre': 'Coloración permanente 8 rubio claro Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 8 rubio claro Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 8.0 rubio claro luminoso Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 8.0 rubio claro luminoso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Ambientadores'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 8.0 rubio claro luminoso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 8.1 rubio claro ceniza Colorcor' → {'nombre': 'Coloración permanente 8.1 rubio claro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 8.1 rubio claro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 8.1 rubio claro ceniza Excellence Creme' → {'nombre': 'Coloración permanente 8.1 rubio claro ceniza Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 8.1 rubio claro ceniza Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 8.1 rubio claro ceniza Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 8.1 rubio claro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Mermelada y miel'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 8.1 rubio claro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 8 1/2.1 rubio claro ceniza Colorcor' → {'nombre': 'Coloración permanente 8 1/2.1 rubio claro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Ambientadores'} (Esperado: {'nombre': 'Coloración permanente 8 1/2.1 rubio claro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 8.3 rubio claro dorado Colorcor' → {'nombre': 'Coloración permanente 8.3 rubio claro dorado Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 8.3 rubio claro dorado Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 8.31 nude arena Colorcor' → {'nombre': 'Coloración permanente 8.31 nude arena Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 8.31 nude arena Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 8.31 rubio miel Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 8.31 rubio miel Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Mermelada y miel'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 8.31 rubio miel Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 9 rubio clarísimo Colorcor' → {'nombre': 'Coloración permanente 9 rubio clarísimo Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 9 rubio clarísimo Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 9.0 rubio muy claro luminoso Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 9.0 rubio muy claro luminoso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Mermelada y miel'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 9.0 rubio muy claro luminoso Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 9.1 rubio clarísimo ceniza Colorcor' → {'nombre': 'Coloración permanente 9.1 rubio clarísimo ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 9.1 rubio clarísimo ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 9.1 rubio muy claro ceniza Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 9.1 rubio muy claro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Mermelada y miel'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 9.1 rubio muy claro ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 9.1 rubio claro claro ceniza Excellence Creme' → {'nombre': 'Coloración permanente 9.1 rubio claro claro ceniza Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 9.1 rubio claro claro ceniza Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 9.3 rubio clarísimo dorado Colorcor' → {'nombre': 'Coloración permanente 9.3 rubio clarísimo dorado Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 9.3 rubio clarísimo dorado Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 10 rubio extra claro Colorcor' → {'nombre': 'Coloración permanente 10 rubio extra claro Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 10 rubio extra claro Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 10 rubio muy claro Excellence Creme' → {'nombre': 'Coloración permanente 10 rubio muy claro Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 10 rubio muy claro Excellence Creme', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 8.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 10.0 rubio extra claro Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 10.0 rubio extra claro Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 10.0 rubio extra claro Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Mascarilla cabello rubio miel Color Mask' → {'nombre': 'Mascarilla cabello rubio miel Color Mask', 'envase': 'Caja', 'size': '1 Unidad (60 ml)', 'precio': 2.1, 'subcategoria': 'Mermelada y miel'} (Esperado: {'nombre': 'Mascarilla cabello rubio miel Color Mask', 'envase': 'Caja', 'size': '1 Unidad (60 ml)', 'precio': 2.1, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 100 rubio platino natural Colorcor' → {'nombre': 'Coloración permanente 100 rubio platino natural Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 100 rubio platino natural Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 101 rubio platino ceniza Colorcor' → {'nombre': 'Coloración permanente 101 rubio platino ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 101 rubio platino ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 101 rubio platino ceniza Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 101 rubio platino ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Mermelada y miel'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 101 rubio platino ceniza Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 110 rubio extra claro ceniza Color Sensation' → {'nombre': 'Coloración permanente 110 rubio extra claro ceniza Color Sensation', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 110 rubio extra claro ceniza Color Sensation', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 3.16 violín intenso Color Sensation' → {'nombre': 'Coloración permanente 3.16 violín intenso Color Sensation', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 3.16 violín intenso Color Sensation', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 4.5 caoba oscuro Colorcor' → {'nombre': 'Coloración permanente 4.5 caoba oscuro Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Ambientadores'} (Esperado: {'nombre': 'Coloración permanente 4.5 caoba oscuro Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 5.20 violín Colorcor' → {'nombre': 'Coloración permanente 5.20 violín Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 5.20 violín Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 5.69 violín Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 5.69 violín Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 5.69 violín Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6.4 rubio oscuro cobrizo Colorcor' → {'nombre': 'Coloración permanente 6.4 rubio oscuro cobrizo Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 6.4 rubio oscuro cobrizo Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 6.6 rubio oscuro rojizo Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 6.6 rubio oscuro rojizo Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'CATEGORIA_INVALIDA'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 6.6 rubio oscuro rojizo Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6.60 rojo pasión Colorcor' → {'nombre': 'Coloración permanente 6.60 rojo pasión Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Alimentación infantil'} (Esperado: {'nombre': 'Coloración permanente 6.60 rojo pasión Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 6.60 rojo intenso Color Sensation' → {'nombre': 'Coloración permanente 6.60 rojo intenso Color Sensation', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Mermelada y miel'} (Esperado: {'nombre': 'Coloración permanente 6.60 rojo intenso Color Sensation', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
❌ 'Coloración permanente 0% amoníaco 6.74 marrón cobrizo Colorcor' → {'nombre': 'Coloración permanente 0% amoníaco 6.74 marrón cobrizo Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Ambientadores'} (Esperado: {'nombre': 'Coloración permanente 0% amoníaco 6.74 marrón cobrizo Colorcor', 'envase': 'Caja', 'size': '1 Unidad', 'precio': 3.9, 'subcategoria': 'Higiene personal'})
